REF_DATE,GEO,DGUID,Place of death,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2016,"British Columbia, place of residence",2016A000259,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227435,11.1.2,100,,,,1
2016,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227436,11.2.1,16490,,,,0
2016,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227437,11.2.2,45,,,,1
2016,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227438,11.3.1,20117,,,,0
2016,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227439,11.3.2,54.9,,,,1
2016,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227440,11.4.1,20,,,,0
2016,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227441,11.4.2,0.1,,,,1
2016,"Yukon, place of residence",2016A000260,"Total, place of death",Number of deaths,Number,223,units,0,v21227442,12.1.1,218,,,,0
2016,"Yukon, place of residence",2016A000260,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227443,12.1.2,100,,,,1
2016,"Yukon, place of residence",2016A000260,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227444,12.2.1,110,,,,0
2016,"Yukon, place of residence",2016A000260,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227445,12.2.2,50.5,,,,1
2016,"Yukon, place of residence",2016A000260,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227446,12.3.1,105,,,,0
2016,"Yukon, place of residence",2016A000260,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227447,12.3.2,48.2,,,,1
2016,"Yukon, place of residence",2016A000260,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227448,12.4.1,3,,,,0
2016,"Yukon, place of residence",2016A000260,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227449,12.4.2,1.4,,,,1
2016,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Number of deaths,Number,223,units,0,v21227458,14.1.1,237,,,,0
2016,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227459,14.1.2,100,,,,1
2016,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227460,14.2.1,114,,,,0
2016,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227461,14.2.2,48.1,,,,1
2016,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227462,14.3.1,117,,,,0
2016,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227463,14.3.2,49.4,,,,1
2016,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227464,14.4.1,6,,,,0
2016,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227465,14.4.2,2.5,,,,1
2016,"Nunavut, place of residence",2016A000262,"Total, place of death",Number of deaths,Number,223,units,0,v21227466,15.1.1,183,,,,0
2016,"Nunavut, place of residence",2016A000262,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227467,15.1.2,100,,,,1
2016,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227468,15.2.1,73,,,,0
2016,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227469,15.2.2,39.9,,,,1
2016,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227470,15.3.1,104,,,,0
2016,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227471,15.3.2,56.8,,,,1
2016,"Nunavut, place of residence",2016A000262,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227472,15.4.1,6,,,,0
2016,"Nunavut, place of residence",2016A000262,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227473,15.4.2,3.3,,,,1
2016,Unknown province or territory of residence,,"Total, place of death",Number of deaths,Number,223,units,0,v21227474,16.1.1,0,,,,0
2016,Unknown province or territory of residence,,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227475,16.1.2,0,,,,1
2016,Unknown province or territory of residence,,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227476,16.2.1,0,,,,0
2016,Unknown province or territory of residence,,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227477,16.2.2,0,,,,1
2016,Unknown province or territory of residence,,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227478,16.3.1,0,,,,0
2016,Unknown province or territory of residence,,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227479,16.3.2,0,,,,1
2016,Unknown province or territory of residence,,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227480,16.4.1,0,,,,0
2016,Unknown province or territory of residence,,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227481,16.4.2,0,,,,1
2017,"Canada, place of residence",2016A000011124,"Total, place of death",Number of deaths,Number,223,units,0,v21227354,1.1.1,278298,,,,0
2017,"Canada, place of residence",2016A000011124,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227355,1.1.2,100,,,,1
2017,"Canada, place of residence",2016A000011124,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227356,1.2.1,166268,,,,0
2017,"Canada, place of residence",2016A000011124,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227357,1.2.2,59.7,,,,1
2017,"Canada, place of residence",2016A000011124,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227358,1.3.1,111758,,,,0
2017,"Canada, place of residence",2016A000011124,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227359,1.3.2,40.2,,,,1
2017,"Canada, place of residence",2016A000011124,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227360,1.4.1,272,,,,0
2017,"Canada, place of residence",2016A000011124,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227361,1.4.2,0.1,,,,1
2017,"Newfoundland and Labrador, place of residence",2016A000210,"Total, place of death",Number of deaths,Number,223,units,0,v21227362,2.1.1,5147,,,,0
2017,"Newfoundland and Labrador, place of residence",2016A000210,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227363,2.1.2,100,,,,1
2017,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227364,2.2.1,2972,,,,0
2017,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227365,2.2.2,57.7,,,,1
2017,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227366,2.3.1,2173,,,,0
2017,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227367,2.3.2,42.2,,,,1
2017,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227368,2.4.1,2,,,,0
2017,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227369,2.4.2,0,,,,1
2017,"Prince Edward Island, place of residence",2016A000211,"Total, place of death",Number of deaths,Number,223,units,0,v21227370,3.1.1,1327,,,,0
2017,"Prince Edward Island, place of residence",2016A000211,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227371,3.1.2,100,,,,1
2017,"Prince Edward Island, place of residence",2016A000211,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227372,3.2.1,705,,,,0
2017,"Prince Edward Island, place of residence",2016A000211,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227373,3.2.2,53.1,,,,1
2017,"Prince Edward Island, place of residence",2016A000211,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227374,3.3.1,621,,,,0
2017,"Prince Edward Island, place of residence",2016A000211,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227375,3.3.2,46.8,,,,1
2017,"Prince Edward Island, place of residence",2016A000211,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227376,3.4.1,1,,,,0
2017,"Prince Edward Island, place of residence",2016A000211,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227377,3.4.2,0.1,,,,1
2017,"Nova Scotia, place of residence",2016A000212,"Total, place of death",Number of deaths,Number,223,units,0,v21227378,4.1.1,9550,,,,0
2017,"Nova Scotia, place of residence",2016A000212,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227379,4.1.2,100,,,,1
2017,"Nova Scotia, place of residence",2016A000212,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227380,4.2.1,5470,,,,0
2017,"Nova Scotia, place of residence",2016A000212,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227381,4.2.2,57.3,,,,1
2017,"Nova Scotia, place of residence",2016A000212,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227382,4.3.1,4080,,,,0
2017,"Nova Scotia, place of residence",2016A000212,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227383,4.3.2,42.7,,,,1
2017,"Nova Scotia, place of residence",2016A000212,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227384,4.4.1,0,,,,0
2017,"Nova Scotia, place of residence",2016A000212,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227385,4.4.2,0,,,,1
2017,"New Brunswick, place of residence",2016A000213,"Total, place of death",Number of deaths,Number,223,units,0,v21227386,5.1.1,7494,,,,0
2017,"New Brunswick, place of residence",2016A000213,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227387,5.1.2,100,,,,1
2017,"New Brunswick, place of residence",2016A000213,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227388,5.2.1,4346,,,,0
2017,"New Brunswick, place of residence",2016A000213,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227389,5.2.2,58,,,,1
2017,"New Brunswick, place of residence",2016A000213,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227390,5.3.1,3139,,,,0
2017,"New Brunswick, place of residence",2016A000213,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227391,5.3.2,41.9,,,,1
2017,"New Brunswick, place of residence",2016A000213,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227392,5.4.1,9,,,,0
2017,"New Brunswick, place of residence",2016A000213,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227393,5.4.2,0.1,,,,1
2017,"Quebec, place of residence",2016A000224,"Total, place of death",Number of deaths,Number,223,units,0,v21227394,6.1.1,66070,,,,0
2017,"Quebec, place of residence",2016A000224,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227395,6.1.2,100,,,,1
2017,"Quebec, place of residence",2016A000224,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227396,6.2.1,52135,,,,0
2017,"Quebec, place of residence",2016A000224,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227397,6.2.2,78.9,,,,1
2017,"Quebec, place of residence",2016A000224,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227398,6.3.1,13935,,,,0
2017,"Quebec, place of residence",2016A000224,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227399,6.3.2,21.1,,,,1
2017,"Quebec, place of residence",2016A000224,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227400,6.4.1,0,,,,0
2017,"Quebec, place of residence",2016A000224,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227401,6.4.2,0,,,,1
2017,"Ontario, place of residence",2016A000235,"Total, place of death",Number of deaths,Number,223,units,0,v21227402,7.1.1,103742,,,,0
2017,"Ontario, place of residence",2016A000235,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227403,7.1.2,100,,,,1
2017,"Ontario, place of residence",2016A000235,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227404,7.2.1,56305,,,,0
2017,"Ontario, place of residence",2016A000235,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227405,7.2.2,54.3,,,,1
2017,"Ontario, place of residence",2016A000235,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227406,7.3.1,47422,,,,0
2017,"Ontario, place of residence",2016A000235,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227407,7.3.2,45.7,,,,1
2017,"Ontario, place of residence",2016A000235,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227408,7.4.1,15,,,,0
2017,"Ontario, place of residence",2016A000235,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227409,7.4.2,0,,,,1
2017,"Manitoba, place of residence",2016A000246,"Total, place of death",Number of deaths,Number,223,units,0,v21227410,8.1.1,11066,,,,0
2017,"Manitoba, place of residence",2016A000246,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227411,8.1.2,100,,,,1
2017,"Manitoba, place of residence",2016A000246,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227412,8.2.1,9224,,,,0
2017,"Manitoba, place of residence",2016A000246,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227413,8.2.2,83.4,,,,1
2017,"Manitoba, place of residence",2016A000246,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227414,8.3.1,1841,,,,0
2017,"Manitoba, place of residence",2016A000246,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227415,8.3.2,16.6,,,,1
2017,"Manitoba, place of residence",2016A000246,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227416,8.4.1,1,,,,0
2017,"Manitoba, place of residence",2016A000246,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227417,8.4.2,0,,,,1
2017,"Saskatchewan, place of residence",2016A000247,"Total, place of death",Number of deaths,Number,223,units,0,v21227418,9.1.1,9456,,,,0
2017,"Saskatchewan, place of residence",2016A000247,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227419,9.1.2,100,,,,1
2017,"Saskatchewan, place of residence",2016A000247,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227420,9.2.1,5004,,,,0
2017,"Saskatchewan, place of residence",2016A000247,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227421,9.2.2,52.9,,,,1
2017,"Saskatchewan, place of residence",2016A000247,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227422,9.3.1,4451,,,,0
2017,"Saskatchewan, place of residence",2016A000247,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227423,9.3.2,47.1,,,,1
2017,"Saskatchewan, place of residence",2016A000247,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227424,9.4.1,1,,,,0
2017,"Saskatchewan, place of residence",2016A000247,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227425,9.4.2,0,,,,1
2017,"Alberta, place of residence",2016A000248,"Total, place of death",Number of deaths,Number,223,units,0,v21227426,10.1.1,25540,,,,0
2017,"Alberta, place of residence",2016A000248,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227427,10.1.2,100,,,,1
2017,"Alberta, place of residence",2016A000248,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227428,10.2.1,13956,,,,0
2017,"Alberta, place of residence",2016A000248,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227429,10.2.2,54.6,,,,1
2017,"Alberta, place of residence",2016A000248,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227430,10.3.1,11584,,,,0
2017,"Alberta, place of residence",2016A000248,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227431,10.3.2,45.4,,,,1
2017,"Alberta, place of residence",2016A000248,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227432,10.4.1,0,,,,0
2017,"Alberta, place of residence",2016A000248,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227433,10.4.2,0,,,,1
2017,"British Columbia, place of residence",2016A000259,"Total, place of death",Number of deaths,Number,223,units,0,v21227434,11.1.1,38490,,,,0
2017,"British Columbia, place of residence",2016A000259,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227435,11.1.2,100,,,,1
2017,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227436,11.2.1,15947,,,,0
2017,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227437,11.2.2,41.4,,,,1
2017,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227438,11.3.1,22309,,,,0
2017,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227439,11.3.2,58,,,,1
2017,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227440,11.4.1,234,,,,0
2017,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227441,11.4.2,0.6,,,,1
2017,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Number of deaths,Number,223,units,0,v21227458,14.1.1,241,,,,0
2017,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227459,14.1.2,100,,,,1
2017,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227460,14.2.1,139,,,,0
2017,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227461,14.2.2,57.7,,,,1
2017,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227462,14.3.1,99,,,,0
2017,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227463,14.3.2,41.1,,,,1
2017,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227464,14.4.1,3,,,,0
2017,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227465,14.4.2,1.2,,,,1
2017,"Nunavut, place of residence",2016A000262,"Total, place of death",Number of deaths,Number,223,units,0,v21227466,15.1.1,175,,,,0
2017,"Nunavut, place of residence",2016A000262,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227467,15.1.2,100,,,,1
2017,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227468,15.2.1,65,,,,0
2017,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227469,15.2.2,37.1,,,,1
2017,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227470,15.3.1,104,,,,0
2017,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227471,15.3.2,59.4,,,,1
2017,"Nunavut, place of residence",2016A000262,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227472,15.4.1,6,,,,0
2017,"Nunavut, place of residence",2016A000262,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227473,15.4.2,3.4,,,,1
2017,Unknown province or territory of residence,,"Total, place of death",Number of deaths,Number,223,units,0,v21227474,16.1.1,0,,,,0
2017,Unknown province or territory of residence,,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227475,16.1.2,0,,,,1
2017,Unknown province or territory of residence,,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227476,16.2.1,0,,,,0
2017,Unknown province or territory of residence,,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227477,16.2.2,0,,,,1
2017,Unknown province or territory of residence,,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227478,16.3.1,0,,,,0
2017,Unknown province or territory of residence,,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227479,16.3.2,0,,,,1
2017,Unknown province or territory of residence,,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227480,16.4.1,0,,,,0
2017,Unknown province or territory of residence,,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227481,16.4.2,0,,,,1
2018,"Canada, place of residence",2016A000011124,"Total, place of death",Number of deaths,Number,223,units,0,v21227354,1.1.1,285704,,,,0
2018,"Canada, place of residence",2016A000011124,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227355,1.1.2,100,,,,1
2018,"Canada, place of residence",2016A000011124,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227356,1.2.1,169617,,,,0
2018,"Canada, place of residence",2016A000011124,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227357,1.2.2,59.4,,,,1
2018,"Canada, place of residence",2016A000011124,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227358,1.3.1,116057,,,,0
2018,"Canada, place of residence",2016A000011124,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227359,1.3.2,40.6,,,,1
2018,"Canada, place of residence",2016A000011124,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227360,1.4.1,30,,,,0
2018,"Canada, place of residence",2016A000011124,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227361,1.4.2,0,,,,1
2018,"Newfoundland and Labrador, place of residence",2016A000210,"Total, place of death",Number of deaths,Number,223,units,0,v21227362,2.1.1,5238,,,,0
2018,"Newfoundland and Labrador, place of residence",2016A000210,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227363,2.1.2,100,,,,1
2018,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227364,2.2.1,2982,,,,0
2018,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227365,2.2.2,56.9,,,,1
2018,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227366,2.3.1,2256,,,,0
2018,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227367,2.3.2,43.1,,,,1
2018,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227368,2.4.1,0,,,,0
2018,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227369,2.4.2,0,,,,1
2018,"Prince Edward Island, place of residence",2016A000211,"Total, place of death",Number of deaths,Number,223,units,0,v21227370,3.1.1,1375,,,,0
2018,"Prince Edward Island, place of residence",2016A000211,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227371,3.1.2,100,,,,1
2018,"Prince Edward Island, place of residence",2016A000211,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227372,3.2.1,734,,,,0
2018,"Prince Edward Island, place of residence",2016A000211,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227373,3.2.2,53.4,,,,1
2018,"Prince Edward Island, place of residence",2016A000211,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227374,3.3.1,639,,,,0
2018,"Prince Edward Island, place of residence",2016A000211,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227375,3.3.2,46.5,,,,1
2018,"Prince Edward Island, place of residence",2016A000211,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227376,3.4.1,2,,,,0
2018,"Prince Edward Island, place of residence",2016A000211,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227377,3.4.2,0.1,,,,1
2018,"Nova Scotia, place of residence",2016A000212,"Total, place of death",Number of deaths,Number,223,units,0,v21227378,4.1.1,9709,,,,0
2018,"Nova Scotia, place of residence",2016A000212,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227379,4.1.2,100,,,,1
2018,"Nova Scotia, place of residence",2016A000212,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227380,4.2.1,5594,,,,0
2018,"Nova Scotia, place of residence",2016A000212,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227381,4.2.2,57.6,,,,1
2018,"Nova Scotia, place of residence",2016A000212,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227382,4.3.1,4113,,,,0
2018,"Nova Scotia, place of residence",2016A000212,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227383,4.3.2,42.4,,,,1
2018,"Nova Scotia, place of residence",2016A000212,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227384,4.4.1,2,,,,0
2018,"Nova Scotia, place of residence",2016A000212,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227385,4.4.2,0,,,,1
2018,"New Brunswick, place of residence",2016A000213,"Total, place of death",Number of deaths,Number,223,units,0,v21227386,5.1.1,7655,,,,0
2018,"New Brunswick, place of residence",2016A000213,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227387,5.1.2,100,,,,1
2018,"New Brunswick, place of residence",2016A000213,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227388,5.2.1,4442,,,,0
2018,"New Brunswick, place of residence",2016A000213,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227389,5.2.2,58,,,,1
2018,"New Brunswick, place of residence",2016A000213,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227390,5.3.1,3213,,,,0
2018,"New Brunswick, place of residence",2016A000213,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227391,5.3.2,42,,,,1
2018,"New Brunswick, place of residence",2016A000213,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227392,5.4.1,0,,,,0
2018,"New Brunswick, place of residence",2016A000213,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227393,5.4.2,0,,,,1
2018,"Quebec, place of residence",2016A000224,"Total, place of death",Number of deaths,Number,223,units,0,v21227394,6.1.1,68795,,,,0
2018,"Quebec, place of residence",2016A000224,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227395,6.1.2,100,,,,1
2018,"Quebec, place of residence",2016A000224,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227396,6.2.1,54174,,,,0
2018,"Quebec, place of residence",2016A000224,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227397,6.2.2,78.7,,,,1
2018,"Quebec, place of residence",2016A000224,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227398,6.3.1,14621,,,,0
2018,"Quebec, place of residence",2016A000224,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227399,6.3.2,21.3,,,,1
2018,"Quebec, place of residence",2016A000224,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227400,6.4.1,0,,,,0
2018,"Quebec, place of residence",2016A000224,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227401,6.4.2,0,,,,1
2018,"Ontario, place of residence",2016A000235,"Total, place of death",Number of deaths,Number,223,units,0,v21227402,7.1.1,107275,,,,0
2018,"Ontario, place of residence",2016A000235,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227403,7.1.2,100,,,,1
2018,"Ontario, place of residence",2016A000235,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227404,7.2.1,57993,,,,0
2018,"Ontario, place of residence",2016A000235,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227405,7.2.2,54.1,,,,1
